http,,100,32,143831,32.0
http,,100,32,125941,32.0
http,,100,32,121913,32.0
http,,100,32,175081,32.0
http,,100,32,134829,32.0
http,,100,32,150855,32.0
http,,100,32,143289,32.0
http,,100,32,290557,32.0
http,,100,32,136836,32.0
http,,100,32,172270,32.0
http,,10000,32,104490,32.0
http,,10000,32,101992,32.0
http,,10000,32,104168,32.0
http,,10000,32,101604,32.0
http,,10000,32,101845,32.0
http,,10000,32,102705,32.0
http,,10000,32,104806,32.0
http,,10000,32,106890,32.0
http,,10000,32,108663,32.0
http,,10000,32,108968,32.0
http,,100,128,119600,128.0
http,,100,128,109163,128.0
http,,100,128,105219,128.0
http,,100,128,167774,128.0
http,,100,128,134500,128.0
http,,100,128,340374,128.0
http,,100,128,168559,128.0
http,,100,128,214857,128.0
http,,100,128,200488,128.0
http,,100,128,192233,128.0
http,,10000,128,110671,128.0
http,,10000,128,114779,128.0
http,,10000,128,116000,128.0
http,,10000,128,109502,128.0
http,,10000,128,107471,128.0
http,,10000,128,109780,128.0
http,,10000,128,110739,128.0
http,,10000,128,150898,128.0
http,,10000,128,144635,128.0
http,,10000,128,112480,128.0
http,,100,256,106689,256.0
http,,100,256,102295,256.0
http,,100,256,122643,256.0
http,,100,256,220735,256.0
http,,100,256,183528,256.0
http,,100,256,279611,256.0
http,,100,256,207250,256.0
http,,100,256,184453,256.0
http,,100,256,249814,256.0
http,,100,256,124014,256.0
http,,10000,256,108222,256.0
http,,10000,256,105827,256.0
http,,10000,256,103797,256.0
http,,10000,256,111200,256.0
http,,10000,256,159396,256.0
http,,10000,256,106094,256.0
http,,10000,256,104726,256.0
http,,10000,256,101973,256.0
http,,10000,256,105670,256.0
http,,10000,256,103956,256.0
http,,100,1024,120193,1024.0
http,,100,1024,115691,1024.0
http,,100,1024,122033,1024.0
http,,100,1024,138056,1024.0
http,,100,1024,126160,1024.0
http,,100,1024,106871,1024.0
http,,100,1024,111294,1024.0
http,,100,1024,131917,1024.0
http,,100,1024,109933,1024.0
http,,100,1024,292891,1024.0
http,,10000,1024,107879,1024.0
http,,10000,1024,104418,1024.0
http,,10000,1024,104112,1024.0
http,,10000,1024,112761,1024.0
http,,10000,1024,105950,1024.0
http,,10000,1024,101940,1024.0
http,,10000,1024,100696,1024.0
http,,10000,1024,103308,1024.0
http,,10000,1024,102393,1024.0
http,,10000,1024,101667,1024.0
http,,100,4096,170623,4096.0
http,,100,4096,129568,4096.0
http,,100,4096,166755,4096.0
http,,100,4096,167848,4096.0
http,,100,4096,159227,4096.0
http,,100,4096,151655,4096.0
http,,100,4096,174765,4096.0
http,,100,4096,156838,4096.0
http,,100,4096,160499,4096.0
http,,100,4096,117584,4096.0
http,,10000,4096,273298,4096.0
http,,10000,4096,315863,4096.0
http,,10000,4096,356040,4096.0
http,,10000,4096,312886,4096.0
http,,10000,4096,325820,4096.0
http,,10000,4096,315385,4096.0
http,,10000,4096,138399,4096.0
http,,10000,4096,128186,4096.0
http,,10000,4096,125082,4096.0
http,,10000,4096,127074,4096.0
http,sparse,100,32,143224,32.0
http,sparse,100,32,182379,32.0
http,sparse,100,32,122160,32.0
http,sparse,100,32,147415,32.0
http,sparse,100,32,114871,32.0
http,sparse,100,32,136819,32.0
http,sparse,100,32,120107,32.0
http,sparse,100,32,143735,32.0
http,sparse,100,32,135658,32.0
http,sparse,100,32,158398,32.0
http,sparse,10000,32,125721,32.0
http,sparse,10000,32,132808,32.0
http,sparse,10000,32,138692,32.0
http,sparse,10000,32,136687,32.0
http,sparse,10000,32,131869,32.0
http,sparse,10000,32,136008,32.0
http,sparse,10000,32,140580,32.0
http,sparse,10000,32,128975,32.0
http,sparse,10000,32,141152,32.0
http,sparse,10000,32,176414,32.0
http,sparse,100,128,166636,128.0
http,sparse,100,128,188381,128.0
http,sparse,100,128,182829,128.0
http,sparse,100,128,237229,128.0
http,sparse,100,128,180357,128.0
http,sparse,100,128,185848,128.0
http,sparse,100,128,179139,128.0
http,sparse,100,128,219611,128.0
http,sparse,100,128,145315,128.0
http,sparse,100,128,175482,128.0
http,sparse,10000,128,185343,127.7
http,sparse,10000,128,206740,127.6
http,sparse,10000,128,237196,127.6
http,sparse,10000,128,234120,127.6
http,sparse,10000,128,221332,127.6
http,sparse,10000,128,361274,127.7
http,sparse,10000,128,218342,127.7
http,sparse,10000,128,175358,127.6
http,sparse,10000,128,185800,127.5
http,sparse,10000,128,316758,127.7
http,sparse,100,256,583560,256.0
http,sparse,100,256,338171,256.0
http,sparse,100,256,392990,256.0
http,sparse,100,256,436918,256.0
http,sparse,100,256,323361,256.0
http,sparse,100,256,288121,256.0
http,sparse,100,256,316922,256.0
http,sparse,100,256,535493,256.0
http,sparse,100,256,366080,256.0
http,sparse,100,256,426285,256.0
http,sparse,10000,256,294395,253.6
http,sparse,10000,256,231171,253.7
http,sparse,10000,256,244885,253.4
http,sparse,10000,256,242025,254.0
http,sparse,10000,256,342256,253.5
http,sparse,10000,256,241601,253.9
http,sparse,10000,256,240520,254.0
http,sparse,10000,256,225174,253.6
http,sparse,10000,256,254922,253.7
http,sparse,10000,256,313834,254.0
http,sparse,100,1024,545175,1024.0
http,sparse,100,1024,510239,1024.0
http,sparse,100,1024,501996,1024.0
http,sparse,100,1024,502720,1024.0
http,sparse,100,1024,535074,1024.0
http,sparse,100,1024,551776,1024.0
http,sparse,100,1024,505217,1024.0
http,sparse,100,1024,456779,1024.0
http,sparse,100,1024,561207,1024.0
http,sparse,100,1024,460057,1024.0
http,sparse,10000,1024,550025,921.0
http,sparse,10000,1024,547954,920.4
http,sparse,10000,1024,502578,919.3
http,sparse,10000,1024,475859,919.3
http,sparse,10000,1024,484341,917.5
http,sparse,10000,1024,558632,921.5
http,sparse,10000,1024,490376,913.6
http,sparse,10000,1024,467245,916.6
http,sparse,10000,1024,451807,921.2
http,sparse,10000,1024,456551,918.2
http,sparse,100,4096,1235401,4096.0
http,sparse,100,4096,1324593,4096.0
http,sparse,100,4096,1310415,4096.0
http,sparse,100,4096,1319294,4096.0
http,sparse,100,4096,1332302,4096.0
http,sparse,100,4096,1327485,4096.0
http,sparse,100,4096,1351056,4096.0
http,sparse,100,4096,1276724,4096.0
http,sparse,100,4096,1278716,4096.0
http,sparse,100,4096,1286530,4096.0
http,sparse,10000,4096,1106653,1979.2
http,sparse,10000,4096,1091813,1964.4
http,sparse,10000,4096,1124630,1959.1
http,sparse,10000,4096,1010200,1964.0
http,sparse,10000,4096,1128999,1984.9
http,sparse,10000,4096,1063023,1968.9
http,sparse,10000,4096,999353,1987.8
http,sparse,10000,4096,934889,1997.6
http,sparse,10000,4096,979446,1983.3
http,sparse,10000,4096,981048,1973.9
